,location,total_sqft,bath,price,bhk,encoded_loc
584,Horamavu Agara,1453.0,2,46.48,3,90
585,Varthur,1024.0,2,42.0,2,207
586,Electronic City,1620.0,3,62.0,3,68
587,Whitefield,1254.0,2,40.0,2,215
588,Doddakallasandra,1233.0,2,43.0,2,64
589,Battarahalli,1945.0,3,97.42,3,37
590,Uttarahalli,1008.0,2,45.0,2,206
591,Yelenahalli,1200.0,2,46.17,2,219
592,Sarjapur  Road,1403.0,3,51.63,3,186
593,Uttarahalli,1390.0,2,60.47,3,206
594,Raja Rajeshwari Nagar,1278.0,2,53.76,3,178
595,Others,1133.0,2,55.0,2,168
596,Others,2900.0,5,90.0,5,168
597,Kogilu,1170.0,2,51.99,2,133
598,Hennur Road,1192.0,2,60.0,3,88
599,Rayasandra,1314.0,2,63.0,3,182
600,Garudachar Palya,1060.0,2,48.7,2,73
601,Kalyan nagar,820.0,2,39.0,2,114
602,BEML Layout,2000.0,3,85.0,3,21
603,Others,856.0,2,40.0,2,168
604,Bannerghatta Road,1484.0,3,52.5,3,35
605,Yelahanka New Town,500.0,1,20.0,1,218
606,Others,485.0,1,15.0,1,168
607,7th Phase JP Nagar,1050.0,2,42.0,2,6
608,Uttarahalli,1617.0,3,66.68,3,206
609,Others,1384.0,3,62.28,3,168
610,Uttarahalli,1150.0,2,49.0,2,206
611,Akshaya Nagar,1410.0,2,75.0,3,11
612,Kaggadasapura,2150.0,4,100.0,4,110
613,Others,1508.0,3,70.25,3,168
614,Ramamurthy Nagar,1040.0,2,50.0,2,181
615,TC Palaya,1240.0,2,60.0,2,198
616,Kudlu Gate,1535.0,3,78.0,3,139
617,Abbigere,2200.0,6,68.0,6,10
618,Raja Rajeshwari Nagar,500.0,1,25.0,1,178
619,Sarjapur  Road,1035.0,2,45.0,2,186
620,Others,2150.0,4,80.0,4,168
621,Chikka Tirupathi,2325.0,4,120.0,4,54
622,Yelahanka,1120.0,2,55.0,2,217
623,Yelahanka,2382.0,2,67.98,3,217
624,Sarjapur  Road,1128.0,2,59.0,2,186
625,Others,1600.0,3,52.0,3,168
626,Pai Layout,1006.0,2,35.0,2,170
627,Amruthahalli,1200.0,2,55.0,2,13
628,Others,1250.0,2,62.0,2,168
629,Whitefield,1140.0,2,41.0,2,215
630,Whitefield,1190.0,2,57.0,2,215
631,Kanakpura Road,1558.67,2,65.0,3,119
632,Whitefield,1403.0,2,60.81,3,215
633,Kengeri Satellite Town,1635.0,2,78.0,3,128
634,Mysore Road,1239.0,2,53.0,2,155
635,Haralur Road,1194.0,2,47.0,2,82
636,Channasandra,1009.0,2,38.34,2,53
637,Hosa Road,1726.0,3,81.99,3,93
638,Banashankari Stage V,1300.0,2,58.5,3,30
639,Others,1800.0,3,80.0,3,168
640,Others,925.0,2,48.0,2,168
641,Others,1395.0,2,63.59,2,168
642,Sonnenahalli,1415.0,2,55.0,3,195
643,Begur,1419.0,2,59.0,3,38
644,Kambipura,1082.0,2,45.0,3,115
645,KR Puram,1100.0,2,47.0,2,107
646,Billekahalli,1650.0,3,88.0,3,43
647,Sarjapur  Road,1495.0,2,64.0,3,186
648,Nagarbhavi,1523.0,2,53.4,3,158
649,Whitefield,1232.0,2,45.0,2,215
650,Thanisandra,1430.0,2,51.46,3,200
651,Kothannur,1275.0,2,43.85,3,136
652,Electronic City,1070.0,2,56.1,2,68
653,Bommanahalli,1200.0,2,40.0,2,46
654,Haralur Road,1140.0,2,43.0,2,82
655,Raja Rajeshwari Nagar,1143.0,2,38.65,2,178
656,Rachenahalli,1530.0,2,74.4,3,177
657,Whitefield,1485.0,3,65.0,3,215
658,Others,1262.0,2,63.0,2,168
659,JP Nagar,940.0,2,49.0,2,101
660,Kothanur,1840.0,3,69.0,3,137
661,Electronic City,890.0,2,45.0,2,68
662,Others,1655.0,3,86.06,3,168
663,Hosa Road,1079.0,2,32.37,2,93
664,Panathur,1085.0,2,36.0,2,171
665,Yelahanka,1075.0,2,51.5,2,217
666,Others,1450.0,3,65.0,3,168
667,Others,1200.0,2,54.0,2,168
668,Old Madras Road,935.0,2,32.72,2,167
669,Others,510.0,1,25.25,1,168
670,Others,1178.0,2,47.0,2,168
671,Chikkalasandra,1375.0,2,50.0,3,56
672,Chandapura,1065.0,2,33.0,3,52
673,2nd Phase Judicial Layout,1450.0,2,50.75,3,2
674,BEML Layout,999.0,2,45.0,2,21
675,Kothannur,1100.0,2,40.0,2,136
676,Hoodi,2090.0,4,95.1,4,89
677,Dommasandra,1267.0,3,56.0,3,66
678,Kannamangala,1550.0,3,65.0,3,120
679,Raja Rajeshwari Nagar,1610.0,3,74.0,3,178
680,Bellandur,921.0,2,40.0,2,40
681,Sarjapur,1020.0,2,35.0,2,185
682,Billekahalli,1090.0,2,52.0,2,43
683,Haralur Road,1027.0,2,44.0,2,82
684,Thanisandra,1185.0,2,42.1,2,200
685,Doddathoguru,850.0,2,25.0,2,65
686,Poorna Pragna Layout,920.0,2,39.55,2,174
687,Yeshwanthpur,1850.0,3,100.0,3,220
688,Judicial Layout,1300.0,3,64.0,3,106
689,Others,1595.0,3,76.0,3,168
690,Horamavu Agara,755.0,2,37.49,2,90
691,Nagasandra,4050.0,5,140.0,5,159
692,Kanakpura Road,1300.0,2,69.0,3,119
693,Bannerghatta Road,1215.0,2,50.0,2,35
694,Kanakpura Road,900.0,2,46.0,2,119
695,Banashankari Stage III,1145.0,2,58.4,2,29
696,Babusapalaya,1213.0,2,41.39,3,24
697,NGR Layout,1105.0,2,52.48,2,156
698,Babusapalaya,1611.0,2,66.0,3,24
699,Others,1367.0,2,62.0,2,168
700,Devanahalli,1010.0,2,51.0,2,61
701,Anekal,620.0,2,22.0,2,16
702,Horamavu Agara,982.0,2,47.65,2,90
703,Whitefield,1330.0,2,71.0,2,215
704,JP Nagar,2500.0,3,135.0,3,101
705,Poorna Pragna Layout,1475.0,2,58.99,3,174
706,Bhoganhalli,1410.0,3,65.0,3,42
707,Yelahanka New Town,440.0,1,16.5,1,218
708,Neeladri Nagar,1363.0,2,68.0,2,163
709,Kogilu,650.0,2,28.0,2,133
710,Others,1015.0,2,45.0,2,168
711,Horamavu Banaswadi,1156.0,2,46.0,2,91
712,KR Puram,1455.0,3,46.0,3,107
713,Others,930.0,2,45.0,2,168
714,Others,1650.0,2,80.0,3,168
715,Karuna Nagar,2900.0,3,135.0,4,121
716,Others,1240.0,2,46.0,3,168
717,Budigere,764.0,1,32.0,1,50
718,Raja Rajeshwari Nagar,1693.0,3,57.39,3,178
719,Hoodi,1445.0,3,65.0,3,89
720,Kanakpura Road,900.0,1,45.0,2,119
721,Singasandra,1030.0,2,55.0,2,192
722,Yelahanka,1381.0,2,52.48,3,217
723,Others,1100.0,2,60.0,2,168
724,Hoodi,1575.0,3,66.39,3,89
725,Thigalarapalya,1200.0,2,65.0,2,201
726,Begur Road,1200.0,2,43.2,2,39
727,Kammasandra,674.0,2,29.0,2,117
728,Begur Road,1160.0,2,44.08,2,39
729,Kengeri,340.0,1,10.0,1,127
730,Rachenahalli,1050.0,2,53.5,2,177
731,Varthur,1125.0,2,40.0,2,207
732,Vittasandra,1246.0,2,68.0,2,214
733,HSR Layout,1372.0,2,61.0,2,81
734,Uttarahalli,1330.0,2,56.0,3,206
735,Dasarahalli,1300.0,2,55.0,2,60
736,Channasandra,1065.0,2,35.0,2,53
737,Others,700.0,2,27.0,2,168
738,Hebbal,960.995,2,42.72,2,84
739,Others,1050.0,2,45.0,2,168
740,Others,1250.0,3,39.5,3,168
741,Electronic City,865.0,2,42.0,2,68
742,Uttarahalli,1200.0,2,44.0,2,206
743,Yelahanka,628.0,1,24.0,1,217
744,5th Phase JP Nagar,1207.0,2,63.0,2,4
745,Electronic City,1130.0,2,32.64,2,68
746,Kengeri,1197.0,2,50.0,2,127
747,Others,1200.0,2,66.0,2,168
748,Uttarahalli,1385.0,2,48.48,3,206
749,Whitefield,2225.0,3,115.0,3,215
750,Others,1180.0,2,48.0,2,168
751,Ananth Nagar,1100.0,2,31.5,2,15
752,Others,1435.0,3,70.0,3,168
753,Attibele,400.0,1,14.0,1,20
754,Dommasandra,1200.0,2,50.0,2,66
755,Whitefield,1205.0,2,39.0,2,215
756,Kalena Agrahara,980.0,2,40.0,2,113
757,Malleshpalya,1225.0,2,46.86,2,149
758,Whitefield,1541.0,3,72.0,3,215
759,Kaggalipura,950.0,2,39.0,2,111
760,Others,1560.0,2,66.0,3,168
761,Chandapura,1500.0,2,60.0,2,52
762,Malleshpalya,1785.0,3,75.0,3,149
763,Raja Rajeshwari Nagar,1258.0,2,63.53,2,178
764,Electronic City,910.0,2,42.0,2,68
765,Kundalahalli,1291.0,2,49.0,2,141
766,Others,1070.0,2,42.0,2,168
767,Mahadevpura,1260.0,2,57.6,2,147
768,Kanakpura Road,1843.0,3,92.15,3,119
769,Chikka Tirupathi,3356.0,5,105.0,5,54
770,Konanakunte,1400.0,2,73.0,3,134
771,Rayasandra,1373.0,3,72.0,3,182
772,7th Phase JP Nagar,1035.0,2,41.39,2,6
773,Doddakallasandra,1010.0,2,40.39,2,64
774,Sarjapur,1195.0,2,42.0,2,185
775,HSR Layout,1750.0,3,95.0,3,81
776,Malleshpalya,1052.0,2,50.0,2,149
777,Horamavu Banaswadi,1180.0,2,58.0,2,91
778,Hormavu,2100.0,3,73.0,3,92
779,Hoodi,2863.0,4,140.0,4,89
780,Raja Rajeshwari Nagar,1128.0,2,38.24,2,178
781,JP Nagar,1120.0,2,33.6,2,101
782,HSR Layout,2424.0,3,90.0,3,81
783,Others,1300.0,2,60.0,2,168
784,Kanakapura,1090.0,2,32.69,2,118
785,Uttarahalli,1330.0,2,46.55,3,206
786,Banjara Layout,1294.0,2,48.0,3,33
787,Begur,1580.0,3,75.0,3,38
788,Chikka Tirupathi,1808.0,4,80.27,3,54
789,Parappana Agrahara,1194.0,2,47.0,2,172
790,Kanakpura Road,900.0,2,46.0,2,119
791,Others,1310.0,2,50.0,3,168
792,Kanakpura Road,900.0,2,46.0,2,119
793,Yelahanka,3770.0,6,110.0,6,217
794,Bisuvanahalli,845.0,2,33.0,2,45
795,Hoodi,1512.0,3,75.77,3,89
796,Jigani,1230.0,3,54.0,3,105
797,Others,1378.0,2,42.33,3,168
798,Whitefield,1277.0,2,61.3,2,215
799,Others,1210.0,2,62.0,2,168
800,Yelahanka,890.0,2,40.0,2,217
801,Others,1464.0,3,56.0,3,168
802,Electronic City,975.0,2,37.5,2,68
803,Hosa Road,1063.0,2,31.89,2,93
804,Others,1600.0,3,80.0,3,168
805,Others,1250.0,3,39.5,3,168
806,Bommanahalli,520.0,1,19.5,1,46
807,Marathahalli,4000.0,5,212.0,4,150
808,Munnekollal,1390.0,3,68.0,3,153
809,Whitefield,1185.0,2,40.0,2,215
810,Sahakara Nagar,1219.0,2,48.0,2,183
811,Hosa Road,1100.0,2,37.1,2,93
812,Kothannur,1300.0,2,60.0,3,136
813,Chikkabanavar,1600.0,2,80.0,3,55
814,Ramamurthy Nagar,1600.0,3,75.0,3,181
815,Shampura,1200.0,2,53.0,2,190
816,Kengeri,1200.0,2,58.0,2,127
817,Kanakapura,551.0,1,30.0,1,118
818,Electronics City Phase 1,1160.0,2,52.0,2,70
819,Kasavanhalli,1550.0,2,52.0,3,122
820,AECS Layout,1028.0,2,42.0,2,9
821,Karuna Nagar,1200.0,2,34.0,3,121
822,Others,1100.0,2,50.0,2,168
823,Others,1269.72,2,68.0,2,168
824,Electronic City Phase II,1266.0,2,59.0,2,69
825,Others,1552.0,2,51.0,2,168
826,Talaghattapura,2940.5,3,120.0,3,199
827,Attibele,500.0,1,17.0,1,20
828,Hulimavu,1080.0,2,43.2,2,97
829,Others,1300.0,2,65.0,2,168
830,Electronics City Phase 1,920.0,2,33.0,2,70
831,Harlur,1310.0,2,50.0,2,83
832,Horamavu Agara,1650.0,2,75.0,3,90
833,Raja Rajeshwari Nagar,1157.0,2,53.8,2,178
834,Others,2400.0,5,85.0,4,168
835,Konanakunte,3000.0,4,160.0,4,134
836,Others,1243.0,2,58.0,2,168
837,Rachenahalli,1530.0,2,74.39,3,177
838,Yelahanka,1815.0,3,82.0,3,217
839,Electronic City Phase II,1000.0,2,28.88,2,69
840,Bannerghatta Road,1181.0,2,55.0,2,35
841,Bisuvanahalli,1075.0,2,45.0,3,45
842,Others,1616.0,3,75.0,3,168
843,Whitefield,1306.0,3,54.65,3,215
844,Whitefield,1626.0,3,89.0,3,215
845,7th Phase JP Nagar,1370.0,2,56.17,2,6
846,Bannerghatta,1375.0,3,57.0,3,34
847,Kereguddadahalli,1400.0,2,48.0,3,129
848,Whitefield,995.0,2,28.585,1,215
849,Yelahanka,1150.0,2,46.0,2,217
850,Hebbal,1080.0,2,54.0,2,84
851,JP Nagar,6624.5,4,314.5,4,101
852,Others,1410.0,2,67.0,2,168
853,Others,1090.0,2,31.48,2,168
854,Sarjapur  Road,1300.0,2,60.0,2,186
855,9th Phase JP Nagar,1890.0,2,85.0,3,8
856,Others,1254.0,2,53.0,2,168
857,Kathriguppe,1245.0,2,68.48,3,124
858,Chandapura,850.0,2,25.4,2,52
859,Marathahalli,1678.0,3,70.0,3,150
860,Gunjur,1600.0,3,75.0,3,78
861,Electronics City Phase 1,1750.0,3,84.0,3,70
862,Others,1000.0,2,50.0,2,168
863,Electronic City Phase II,1320.0,2,38.13,3,69
864,Kasavanhalli,1100.0,2,50.0,2,122
865,Uttarahalli,882.0,2,30.0,2,206
866,Bisuvanahalli,845.0,2,37.0,2,45
867,Kambipura,883.0,2,39.0,2,115
868,Thanisandra,1086.5,2,48.145,1,200
869,Others,920.0,2,35.0,2,168
870,Choodasandra,1300.0,2,57.0,2,57
871,Sarjapur,1240.0,2,44.0,2,185
872,8th Phase JP Nagar,1062.0,2,42.47,2,7
873,JP Nagar,1078.0,2,45.0,2,101
874,Bannerghatta Road,1460.0,2,72.0,3,35
875,Laggere,1200.0,1,48.0,1,143
876,Kammasandra,912.0,2,39.0,3,117
877,Mysore Road,980.0,2,45.47,2,155
878,Sarjapur  Road,1000.0,2,40.0,2,186
879,Hennur Road,1065.0,2,42.6,2,88
880,Yelahanka,1705.0,3,74.16,3,217
881,Hebbal,1100.0,2,50.0,2,84
882,Others,1464.0,3,56.0,3,168
883,Binny Pete,4165.0,2,204.0,4,44
884,Others,1280.0,2,40.0,2,168
885,Others,2000.0,3,85.0,3,168
886,Others,840.0,2,27.0,2,168
887,Jigani,914.0,2,47.0,2,105
888,Others,1670.0,3,91.86,3,168
889,Banaswadi,1184.0,2,53.0,2,32
890,Kodigehaali,1200.0,2,55.0,2,131
891,TC Palaya,1200.0,2,65.0,2,198
892,Others,1242.0,2,39.7,2,168
893,Electronic City Phase II,1220.0,3,35.23,3,69
894,Hennur,1225.0,2,57.0,2,87
895,Others,1690.0,2,55.0,3,168
896,Others,1488.0,3,57.0,3,168
897,JP Nagar,1050.0,1,44.0,1,101
898,HSR Layout,1027.0,2,44.0,2,81
899,Kanakpura Road,1699.0,3,81.94,3,119
900,Whitefield,1205.0,2,58.0,2,215
901,Horamavu Agara,950.0,2,39.0,2,90
902,CV Raman Nagar,1070.0,2,55.0,2,51
903,Kanakpura Road,1570.0,3,64.5,3,119
904,Sarjapur,1550.0,2,65.0,4,185
905,Electronic City,770.0,1,40.0,2,68
906,Babusapalaya,1167.0,2,39.98,3,24
907,Bommasandra,1035.0,2,41.73,2,47
908,Kengeri,1188.0,2,38.0,3,127
909,Sarjapur,1572.0,3,76.0,3,185
910,Nagarbhavi,884.0,2,36.0,1,158
911,Haralur Road,1194.0,2,46.0,2,82
912,Kaikondrahalli,1115.0,2,50.0,2,112
913,Raja Rajeshwari Nagar,1185.0,2,47.39,2,178
914,Hulimavu,1758.0,3,65.0,3,97
915,Banaswadi,1145.0,2,55.0,2,32
916,Hormavu,1180.0,2,50.0,2,92
917,Others,1260.0,2,58.0,2,168
918,Yelahanka,5186.0,2,173.0,4,217
919,Arekere,1190.0,2,55.0,2,19
920,Kogilu,1140.0,2,50.66,2,133
921,Others,1250.0,2,65.0,2,168
922,Others,1225.0,2,48.0,2,168
923,Kereguddadahalli,800.0,2,28.0,2,129
924,Anekal,925.0,2,40.0,2,16
925,Others,2000.0,3,100.0,3,168
926,Frazer Town,1510.0,2,75.0,3,71
927,Marathahalli,1530.0,3,74.5,3,150
928,Old Madras Road,1350.0,3,58.99,3,167
929,Kengeri,726.0,2,31.0,2,127
930,Begur Road,1200.0,2,45.0,2,39
931,Nagavarapalya,980.0,2,37.0,2,161
932,Uttarahalli,993.0,2,39.71,2,206
933,7th Phase JP Nagar,1300.0,2,52.0,3,6
934,Vittasandra,1743.0,3,85.0,3,214
935,Sarjapur,950.0,2,32.5,2,185
936,Electronic City Phase II,972.0,2,44.0,2,69
937,Marathahalli,1840.0,3,98.0,3,150
938,Others,2400.0,2,95.0,2,168
939,Others,1045.0,2,42.0,2,168
940,Doddakallasandra,1360.0,2,54.39,3,64
941,BTM Layout,1150.0,2,63.0,2,23
942,Others,1115.0,2,56.87,2,168
943,Jigani,920.0,2,46.0,2,105
944,Bommasandra Industrial Area,1030.0,2,41.0,2,48
945,Uttarahalli,1045.0,2,45.0,2,206
946,Subramanyapura,1277.0,2,55.0,2,196
947,Others,1690.0,3,75.0,3,168
948,Yelahanka,3042.0,4,131.0,4,217
949,Others,1068.0,2,40.05,2,168
950,Kanakpura Road,1135.0,2,58.0,2,119
951,Begur Road,1615.0,3,60.0,3,39
952,Others,650.0,1,26.0,1,168
953,Kaggadasapura,1150.0,2,42.0,2,110
954,Others,1410.0,2,45.12,3,168
955,Arekere,600.0,1,28.0,1,19
956,Koramangala,1600.0,3,88.0,3,135
957,GM Palaya,1000.0,2,36.0,2,72
958,Others,1130.0,3,38.0,3,168
959,Vittasandra,1238.0,2,67.0,2,214
960,Kudlu Gate,1364.0,2,46.38,3,139
961,Others,900.0,2,45.0,2,168
962,Kogilu,1200.0,2,53.33,2,133
963,Kanakapura,1020.0,2,42.83,2,118
964,Others,1550.0,2,70.0,3,168
965,5th Phase JP Nagar,1440.0,2,60.0,2,4
966,Sarjapura - Attibele Road,1329.0,2,45.95,3,187
967,Others,916.0,2,42.0,2,168
968,Others,1358.0,3,50.0,3,168
969,Hoodi,1050.0,2,50.0,2,89
970,Bhoganhalli,1718.0,3,90.2,3,42
971,Raja Rajeshwari Nagar,1530.0,3,57.0,3,178
972,5th Block Hbr Layout,1206.0,2,56.0,2,3
973,Hebbal,1075.0,2,52.0,2,84
974,CV Raman Nagar,740.0,2,37.0,2,51
975,Uttarahalli,850.0,2,37.93,2,206
976,Electronic City Phase II,1400.0,2,40.43,3,69
977,Sonnenahalli,896.0,2,43.75,2,195
978,Others,850.0,2,33.0,2,168
979,Anekal,530.0,1,18.0,1,16
980,Bellandur,2025.0,4,109.0,4,40
981,Others,500.0,1,20.0,1,168
982,Others,1146.0,2,38.5,2,168
983,Abbigere,765.0,2,30.0,1,10
984,Gottigere,1600.0,2,55.0,3,75
985,Kasavanhalli,1980.0,3,88.0,3,122
986,Bommasandra,1034.0,2,40.0,2,47
987,Electronic City,1070.0,2,54.0,2,68
988,Mysore Road,883.0,2,40.0,2,155
989,Yeshwanthpur,671.0,1,36.85,1,220
990,Ramagondanahalli,1635.0,3,62.0,3,180
991,Budigere,1139.0,2,62.0,2,50
992,CV Raman Nagar,1230.0,3,47.0,2,51
993,Others,581.91,2,25.0,1,168
994,Electronics City Phase 1,1350.0,3,55.0,3,70
995,Akshaya Nagar,1600.0,2,65.0,3,11
996,Horamavu Banaswadi,1307.0,2,51.6,2,91
997,7th Phase JP Nagar,1050.0,2,57.0,3,6
998,Kaggalipura,1210.0,2,58.0,3,111
999,Electronic City,1025.0,2,29.6,2,68
1000,Haralur Road,1140.0,2,43.0,2,82
1001,7th Phase JP Nagar,1343.0,2,56.41,3,6
1002,R.T. Nagar,1560.0,3,85.0,3,176
1003,Kanakpura Road,1420.0,2,75.0,3,119
1004,Others,1210.0,2,60.0,2,168
1005,Hoskote,1250.0,3,50.0,3,95
1006,2nd Phase Judicial Layout,1150.0,2,40.25,2,2
1007,Jakkur,1100.0,2,53.35,2,102
1008,Bellandur,1398.0,3,68.0,3,40
1009,Magadi Road,1322.0,2,58.82,3,146
1010,Others,1100.0,2,55.0,2,168
1011,Sarjapur,1285.0,2,68.0,3,185
1012,Thanisandra,1430.0,2,56.0,3,200
1013,Marathahalli,1350.0,2,62.0,3,150
1014,Thubarahalli,1185.0,2,65.0,2,202
1015,Bannerghatta Road,1760.0,3,67.0,3,35
1016,Kanakpura Road,900.0,2,41.0,2,119
1017,Ramamurthy Nagar,950.0,2,50.79,2,181
1018,BTM 2nd Stage,950.0,2,52.0,2,22
1019,Yeshwanthpur,1902.5,2,95.815,2,220
1020,Electronic City Phase II,1031.0,2,55.0,2,69
1021,Ananth Nagar,1109.0,2,60.0,2,15
1022,Whitefield,950.0,1,50.0,1,215
1023,Hosa Road,1161.0,2,55.15,2,93
1024,Electronic City Phase II,1003.0,2,40.6,2,69
1025,9th Phase JP Nagar,1080.0,2,37.0,2,8
1026,Banaswadi,1250.0,2,60.0,2,32
1027,Ramamurthy Nagar,1200.0,2,66.0,3,181
1028,Bommasandra Industrial Area,1320.0,2,38.12,3,48
1029,Uttarahalli,1330.0,2,47.0,3,206
1030,Kaikondrahalli,1220.0,3,56.0,3,112
1031,Electronic City,1111.0,3,50.0,3,68
1032,Kothannur,1197.0,2,47.88,2,136
1033,Kudlu Gate,1238.0,2,55.0,2,139
1034,7th Phase JP Nagar,1405.0,2,59.01,3,6
1035,Doddaballapur,1690.0,3,80.0,4,63
1036,Margondanahalli,1090.0,2,58.0,2,151
1037,Varthur,1112.0,2,40.0,2,207
1038,Marathahalli,1385.0,2,66.65,3,150
1039,Kanakpura Road,1160.0,1,36.29,1,119
1040,Kanakpura Road,1080.0,2,37.8,2,119
1041,Kengeri Satellite Town,1050.0,2,43.0,2,128
1042,Banashankari Stage VI,4800.0,4,190.0,4,31
1043,TC Palaya,1200.0,2,66.0,3,198
1044,Others,1560.0,3,85.0,3,168
1045,9th Phase JP Nagar,1035.0,2,45.0,2,8
1046,Kammanahalli,1160.0,2,52.0,2,116
1047,Jakkur,1100.0,2,52.0,2,102
1048,Horamavu Agara,1170.0,2,38.0,2,90
1049,Bannerghatta Road,595.0,1,31.83,1,35
1050,Others,1375.0,2,48.06,3,168
1051,Ramagondanahalli,1235.0,2,46.8,2,180
1052,Others,750.0,1,25.0,1,168
1053,Poorna Pragna Layout,1270.0,2,50.79,3,174
1054,Bannerghatta Road,1105.0,2,51.0,2,35
1055,Attibele,2168.0,4,95.0,4,20
1056,Yelahanka,1065.0,2,40.84,2,217
1057,Whitefield,825.0,1,45.0,1,215
1058,Others,1095.0,2,40.0,2,168
1059,Others,1440.0,2,60.33,3,168
1060,Electronic City,870.0,2,39.5,2,68
1061,Others,1200.0,2,49.5,2,168
1062,Raja Rajeshwari Nagar,1530.0,3,61.2,3,178
1063,Padmanabhanagar,1708.0,2,90.5,3,169
1064,Others,975.0,2,43.0,2,168
1065,KR Puram,750.0,2,25.0,2,107
1066,Thanisandra,1183.0,2,58.56,2,200
1067,Mico Layout,1550.0,2,65.0,3,152
1068,Kaggadasapura,1110.0,2,53.0,2,110
1069,Kaggadasapura,1105.0,2,38.67,2,110
1070,Anekal,1800.0,3,68.0,3,16
1071,Bommanahalli,1000.0,2,29.9,2,46
1072,Sarjapur  Road,1929.0,4,103.0,3,186
1073,Others,900.0,2,42.0,2,168
1074,Sarjapur  Road,1155.0,2,58.0,2,186
1075,Seegehalli,1525.0,3,65.0,3,189
1076,Kaggadasapura,1060.0,2,48.0,2,110
1077,Begur Road,1410.0,2,53.0,3,39
1078,7th Phase JP Nagar,1075.0,2,42.99,2,6
1079,Others,1010.0,2,46.0,2,168
1080,Kanakpura Road,983.0,2,50.6,2,119
1081,Kengeri Satellite Town,1007.0,2,42.0,2,128
1082,Others,1370.0,2,75.0,2,168
1083,Others,1316.0,2,55.5,2,168
1084,Kaggadasapura,1350.0,3,55.5,3,110
1085,Others,1050.0,2,43.0,2,168
1086,KR Puram,1631.275,3,47.405,3,107
1087,Electronic City,921.0,2,34.0,2,68
1088,Kundalahalli,1010.0,2,49.27,2,141
1089,KR Puram,1015.0,2,43.0,2,107
1090,Anjanapura,1850.0,4,86.0,4,17
1091,Bellandur,1605.0,3,85.0,3,40
1092,Banashankari Stage VI,2800.0,4,89.0,4,31
1093,Others,2400.0,7,110.0,6,168
1094,Others,1000.0,1,55.0,2,168
1095,Kammasandra,1200.0,2,66.0,2,117
1096,Others,1200.0,2,50.0,2,168
1097,Hennur,1255.0,2,57.5,2,87
1098,Others,1313.0,2,58.27,2,168
1099,Harlur,1200.0,2,49.5,2,83
1100,Uttarahalli,3600.0,6,120.0,6,206
1101,Old Madras Road,935.0,2,45.0,2,167
1102,Bommasandra,877.0,2,30.0,2,47
1103,Others,936.0,2,42.0,2,168
1104,Sarjapur  Road,1819.0,3,100.0,3,186
1105,Others,1464.0,3,56.0,3,168
1106,Others,1256.0,2,60.0,2,168
1107,7th Phase JP Nagar,1100.0,2,44.0,2,6
1108,Kothanur,1435.0,3,70.0,3,137
1109,Jigani,2400.0,4,130.0,3,105
1110,HSR Layout,1140.0,2,46.0,2,81
1111,Ulsoor,1200.0,2,60.0,2,205
1112,Others,1020.0,2,37.0,2,168
1113,Bommanahalli,515.0,1,25.0,1,46
1114,Others,830.0,2,34.0,2,168
1115,Bannerghatta Road,1255.0,2,65.26,2,35
1116,Begur Road,1200.0,2,37.8,2,39
1117,Kothannur,740.0,2,34.0,2,136
1118,Kengeri,1250.0,3,48.0,3,127
1119,Others,1210.0,2,40.0,2,168
1120,Sarjapur  Road,1525.0,2,60.0,3,186
1121,Subramanyapura,1245.0,2,68.0,3,196
1122,Bisuvanahalli,1075.0,2,35.99,3,45
1123,Whitefield,1155.0,2,60.0,2,215
1124,Others,1520.0,2,62.0,2,168
1125,Others,2300.0,3,80.0,3,168
1126,Others,400.0,1,14.0,1,168
1127,Banashankari,1340.0,2,53.6,3,27
1128,Hennur Road,987.0,2,49.0,2,88
1129,Hebbal,1040.0,2,50.0,2,84
1130,Raja Rajeshwari Nagar,1030.0,2,50.0,2,178
1131,Neeladri Nagar,2556.0,3,133.0,3,163
1132,Balagere,1028.0,2,31.86,2,26
1133,Electronics City Phase 1,940.0,2,40.0,2,70
1134,Others,946.0,2,38.0,2,168
1135,Vittasandra,1404.0,2,75.0,2,214
1136,Sarjapur,1525.0,2,48.0,3,185
1137,Others,860.0,1,43.0,2,168
1138,Talaghattapura,1223.0,2,42.81,3,199
1139,Kothannur,1197.0,2,47.8,2,136
1140,Garudachar Palya,1150.0,2,52.75,2,73
1141,R.T. Nagar,1040.0,2,46.0,2,176
1142,Uttarahalli,1788.0,3,98.34,3,206
1143,Raja Rajeshwari Nagar,1144.0,2,38.55,2,178
1144,Anjanapura,1070.0,2,39.0,2,17
1145,Margondanahalli,1200.0,2,58.5,2,151
1146,Kasavanhalli,1646.0,3,79.5,3,122
1147,Sarjapur  Road,4395.0,4,242.0,4,186
1148,Hosakerehalli,1085.0,2,47.74,2,94
1149,Budigere,1139.0,2,56.8,2,50
1150,Haralur Road,1092.0,2,44.0,2,82
1151,Others,1700.0,3,80.0,3,168
1152,Bellandur,1692.0,3,88.0,3,40
1153,Uttarahalli,1345.0,2,57.0,3,206
1154,Others,1100.0,2,60.0,2,168
1155,Gollarapalya Hosahalli,1408.0,3,62.0,3,74
1156,Sarjapur  Road,1220.0,3,56.0,3,186
1157,Electronics City Phase 1,1150.0,2,39.0,2,70
1158,Hosa Road,1063.0,2,31.9,2,93
1159,Others,1311.0,2,48.0,2,168
1160,Others,1400.0,2,55.0,3,168
